CONTROLN,merged_labels,neigh_labels,hist_labels
122274,3,0,1
122276,3,0,1
122278,2,0,0
122279,1,1,0
122283,0,1,1
122290,3,0,1
122293,2,0,0
122295,3,0,1
122296,3,0,1
122299,2,0,0
122308,3,0,1
122310,2,0,0
122311,0,1,1
122312,3,0,1
122314,3,0,1
122317,2,0,0
122321,2,0,0
122323,3,0,1
122325,2,0,0
122329,3,0,1
122331,3,0,1
122336,2,0,0
122337,2,0,0
122339,3,0,1
122341,2,0,0
122343,2,0,0
122347,2,0,0
122348,2,0,0
122353,3,0,1
122357,2,0,0
122362,2,0,0
122363,3,0,1
122366,3,0,1
122368,2,0,0
122370,2,0,0
122375,2,0,0
122380,3,0,1
122381,2,0,0
122383,3,0,1
122387,2,0,0
122389,2,0,0
122390,3,0,1
122394,2,0,0
122396,2,0,0
122400,2,0,0
122401,1,1,0
122402,0,1,1
122403,0,1,1
122404,0,1,1
122407,1,1,0
122410,0,1,1
122414,3,0,1
122416,3,0,1
122420,1,1,0
122421,0,1,1
122422,0,1,1
122423,0,1,1
122425,0,1,1
122428,1,1,0
122429,1,1,0
122430,1,1,0
122431,1,1,0
122441,2,0,0
122442,2,0,0
122444,2,0,0
122446,2,0,0
122452,3,0,1
122454,3,0,1
122455,2,0,0
122458,2,0,0
122462,0,1,1
122464,0,1,1
122465,1,1,0
122466,1,1,0
122467,1,1,0
122477,2,0,0
122480,2,0,0
122481,3,0,1
122483,3,0,1
122484,2,0,0
122488,3,0,1
122491,3,0,1
122504,2,0,0
122505,3,0,1
122506,2,0,0
122509,2,0,0
122512,3,0,1
122515,2,0,0
122516,3,0,1
122518,0,1,1
122519,2,0,0
122520,2,0,0
122521,2,0,0
122532,2,0,0
122533,3,0,1
122534,2,0,0
122536,2,0,0
122538,2,0,0
122540,2,0,0
122550,2,0,0
122554,2,0,0
122556,3,0,1
122559,3,0,1
122566,2,0,0
122575,3,0,1
122576,3,0,1
122578,3,0,1
122579,3,0,1
122581,2,0,0
122582,3,0,1
122584,3,0,1
122586,2,0,0
122589,3,0,1
122590,0,1,1
122593,2,0,0
122594,3,0,1
122596,3,0,1
122598,3,0,1
122600,1,1,0
122604,2,0,0
122610,3,0,1
122611,2,0,0
122614,3,0,1
122618,2,0,0
122622,3,0,1
122623,2,0,0
122626,2,0,0
122627,3,0,1
122634,3,0,1
122635,2,0,0
122642,1,1,0
122645,0,1,1
122649,1,1,0
122655,1,1,0
122659,1,1,0
122661,1,1,0
122662,2,0,0
122667,2,0,0
122668,2,0,0
122669,0,1,1
122670,2,0,0
122673,2,0,0
122674,3,0,1
122679,3,0,1
122687,2,0,0
122688,2,0,0
122689,3,0,1
122693,3,0,1
122694,3,0,1
122697,2,0,0
122701,2,0,0
122702,3,0,1
122704,3,0,1
122707,1,1,0
122710,1,1,0
122711,0,1,1
122713,0,1,1
122716,1,1,0
122717,1,1,0
122719,0,1,1
122721,1,1,0
122722,1,1,0
122727,1,1,0
122728,1,1,0
122735,0,1,1
122742,3,0,1
122747,2,0,0
122751,2,0,0
122761,2,0,0
122762,3,0,1
122763,2,0,0
122765,2,0,0
122766,0,1,1
122769,3,0,1
122772,3,0,1
122774,3,0,1
122778,3,0,1
122780,2,0,0
122783,2,0,0
122787,1,1,0
122795,3,0,1
122798,2,0,0
122802,1,1,0
122806,2,0,0
122808,0,1,1
122809,2,0,0
122810,0,1,1
122812,1,1,0
122816,0,1,1
122818,3,0,1
122819,3,0,1
122822,2,0,0
122824,2,0,0
122826,2,0,0
122830,1,1,0
122835,0,1,1
122848,1,1,0
122850,1,1,0
122856,0,1,1
122862,1,1,0
122863,2,0,0
122865,2,0,0
122868,3,0,1
122873,3,0,1
122874,3,0,1
122875,2,0,0
122881,3,0,1
122884,3,0,1
122885,2,0,0
122890,1,1,0
122892,2,0,0
122893,3,0,1
122895,3,0,1
122897,3,0,1
122899,2,0,0
122902,1,1,0
122907,3,0,1
122909,3,0,1
122914,2,0,0
122915,2,0,0
122919,0,1,1
122920,3,0,1
122921,0,1,1
122923,0,1,1
122925,3,0,1
122926,1,1,0
122927,1,1,0
122929,1,1,0
122940,0,1,1
122941,3,0,1
122945,1,1,0
122946,1,1,0
122947,2,0,0
122950,3,0,1
122958,2,0,0
122959,2,0,0
122960,2,0,0
122962,2,0,0
122966,2,0,0
122968,2,0,0
122970,2,0,0
122971,3,0,1
122972,2,0,0
122975,2,0,0
122976,3,0,1
122988,1,1,0
122989,1,1,0
122990,0,1,1
122991,2,0,0
123000,0,1,1
123010,2,0,0
123013,1,1,0
123015,0,1,1
123016,1,1,0
123017,3,0,1
123019,3,0,1
123022,1,1,0
123025,0,1,1
123027,0,1,1
123029,1,1,0
123031,3,0,1
123033,0,1,1
123034,0,1,1
123035,3,0,1
123036,2,0,0
123037,0,1,1
123041,3,0,1
123042,3,0,1
123045,3,0,1
123050,3,0,1
123056,2,0,0
123057,3,0,1
123061,2,0,0
123062,2,0,0
123064,3,0,1
123066,2,0,0
123067,2,0,0
123070,3,0,1
123076,3,0,1
123083,3,0,1
123086,2,0,0
123088,2,0,0
123089,2,0,0
123090,3,0,1
123091,3,0,1
123099,3,0,1
123101,2,0,0
123105,1,1,0
123109,0,1,1
123111,0,1,1
123114,3,0,1
123117,1,1,0
123119,3,0,1
123120,0,1,1
123122,0,1,1
123128,1,1,0
123145,0,1,1
123147,0,1,1
123148,2,0,0
123149,1,1,0
123153,0,1,1
123155,0,1,1
123156,3,0,1
123157,0,1,1
123167,1,1,0
123171,1,1,0
123174,2,0,0
123176,0,1,1
123177,3,0,1
123178,0,1,1
123179,1,1,0
123180,2,0,0
123186,3,0,1
123198,3,0,1
123200,2,0,0
123201,2,0,0
123204,2,0,0
123206,3,0,1
123209,3,0,1
123210,2,0,0
123214,2,0,0
123216,2,0,0
123217,2,0,0
123218,2,0,0
123220,2,0,0
123235,0,1,1
123247,3,0,1
123248,0,1,1
123251,2,0,0
123253,3,0,1
123264,0,1,1
123266,0,1,1
123269,0,1,1
123270,0,1,1
123275,1,1,0
123283,0,1,1
123285,1,1,0
123287,1,1,0
123288,0,1,1
123294,0,1,1
123302,0,1,1
123304,1,1,0
123305,0,1,1
123308,0,1,1
123309,1,1,0
123312,0,1,1
123313,0,1,1
123314,0,1,1
123315,0,1,1
123317,2,0,0
123318,0,1,1
123321,1,1,0
123322,0,1,1
123323,0,1,1
123324,1,1,0
123325,1,1,0
123329,1,1,0
123336,2,0,0
123338,0,1,1
123339,2,0,0
123342,3,0,1
123344,1,1,0
123352,3,0,1
123353,3,0,1
123356,3,0,1
123360,2,0,0
123362,3,0,1
123363,2,0,0
123364,2,0,0
123365,2,0,0
123373,3,0,1
123379,3,0,1
123381,3,0,1
123386,3,0,1
123396,0,1,1
123409,3,0,1
123411,2,0,0
123431,0,1,1
123443,1,1,0
123447,0,1,1
123449,1,1,0
123452,2,0,0
123455,0,1,1
123456,0,1,1
123459,0,1,1
123461,1,1,0
123464,0,1,1
123466,1,1,0
123473,1,1,0
123478,1,1,0
123480,1,1,0
123481,0,1,1
123487,0,1,1
123488,1,1,0
123494,2,0,0
123496,3,0,1
123502,3,0,1
123506,2,0,0
123507,3,0,1
123509,2,0,0
123511,2,0,0
123515,3,0,1
123519,2,0,0
123522,2,0,0
123524,2,0,0
123525,3,0,1
123528,3,0,1
123537,0,1,1
123540,0,1,1
123548,0,1,1
123549,0,1,1
123553,3,0,1
123554,0,1,1
123559,1,1,0
123560,1,1,0
123566,0,1,1
123567,0,1,1
123570,0,1,1
123576,2,0,0
123581,3,0,1
123592,1,1,0
123593,0,1,1
123595,1,1,0
123598,1,1,0
123600,0,1,1
123603,0,1,1
123604,1,1,0
123605,0,1,1
123606,0,1,1
123607,1,1,0
123609,1,1,0
123612,1,1,0
123613,1,1,0
123619,1,1,0
123621,0,1,1
123622,0,1,1
123624,1,1,0
123633,1,1,0
123634,0,1,1
123639,1,1,0
123642,0,1,1
123643,0,1,1
123647,1,1,0
123650,0,1,1
123651,1,1,0
123655,0,1,1
123656,0,1,1
123661,2,0,0
123663,2,0,0
123667,3,0,1
123669,0,1,1
123672,2,0,0
123675,1,1,0
123676,1,1,0
123679,1,1,0
123685,1,1,0
123686,0,1,1
123689,1,1,0
123693,0,1,1
123694,1,1,0
123699,2,0,0
123700,3,0,1
123701,3,0,1
123703,3,0,1
123712,3,0,1
123714,3,0,1
123719,3,0,1
123733,1,1,0
123734,0,1,1
123735,0,1,1
123745,1,1,0
123746,0,1,1
123748,1,1,0
123750,2,0,0
123755,0,1,1
123759,1,1,0
123762,2,0,0
123763,0,1,1
123764,0,1,1
123765,0,1,1
123770,0,1,1
123772,1,1,0
123773,0,1,1
123774,1,1,0
123782,0,1,1
123786,0,1,1
123793,0,1,1
123804,2,0,0
123805,2,0,0
123813,2,0,0
123815,3,0,1
123819,0,1,1
123821,1,1,0
123822,1,1,0
123825,1,1,0
123826,0,1,1
123827,1,1,0
123828,1,1,0
123832,1,1,0
123835,1,1,0
123840,2,0,0
123846,1,1,0
123847,3,0,1
123848,1,1,0
123849,1,1,0
123852,0,1,1
123861,1,1,0
123862,1,1,0
123864,3,0,1
123865,0,1,1
123866,1,1,0
123869,0,1,1
123871,0,1,1
123875,1,1,0
123876,0,1,1
123880,1,1,0
123892,1,1,0
123894,0,1,1
123895,0,1,1
123896,0,1,1
123897,1,1,0
123903,0,1,1
123906,0,1,1
123907,0,1,1
123908,0,1,1
123909,1,1,0
123910,1,1,0
123913,1,1,0
123914,1,1,0
123917,1,1,0
123928,0,1,1
123932,3,0,1
123934,2,0,0
123940,2,0,0
123942,2,0,0
123943,1,1,0
123945,2,0,0
123948,3,0,1
123951,2,0,0
123952,3,0,1
123956,1,1,0
123959,1,1,0
123960,2,0,0
123961,1,1,0
123962,0,1,1
123963,1,1,0
123966,1,1,0
123969,1,1,0
123972,1,1,0
123975,1,1,0
123978,2,0,0
123984,2,0,0
123986,3,0,1
123989,3,0,1
123992,2,0,0
124000,1,1,0
124001,0,1,1
124003,0,1,1
124008,2,0,0
124013,0,1,1
124016,0,1,1
124018,0,1,1
124019,1,1,0
124021,0,1,1
124032,2,0,0
124035,2,0,0
124038,3,0,1
124039,3,0,1
124041,2,0,0
124042,2,0,0
124044,3,0,1
124045,3,0,1
124048,2,0,0
124049,2,0,0
124055,2,0,0
124059,2,0,0
124060,3,0,1
124061,2,0,0
124062,2,0,0
124064,2,0,0
124065,2,0,0
124066,2,0,0
124071,3,0,1
124073,2,0,0
124082,1,1,0
124096,1,1,0
124097,1,1,0
124099,0,1,1
124101,1,1,0
124104,1,1,0
124105,1,1,0
124106,1,1,0
124107,1,1,0
124108,2,0,0
124113,1,1,0
124117,0,1,1
124118,0,1,1
124121,1,1,0
124123,0,1,1
124125,0,1,1
124127,3,0,1
124133,0,1,1
124134,1,1,0
124135,0,1,1
124137,1,1,0
124142,1,1,0
124143,1,1,0
124149,2,0,0
124153,3,0,1
124155,2,0,0
124157,2,0,0
124161,2,0,0
124163,1,1,0
124166,1,1,0
124170,1,1,0
124182,3,0,1
124185,3,0,1
124190,2,0,0
124191,3,0,1
124193,2,0,0
124195,0,1,1
124197,2,0,0
124199,2,0,0
124200,2,0,0
124201,3,0,1
124209,3,0,1
124211,3,0,1
124213,3,0,1
124217,3,0,1
124220,2,0,0
124222,2,0,0
124225,0,1,1
124234,0,1,1
124236,0,1,1
124241,1,1,0
124247,0,1,1
124260,0,1,1
124261,1,1,0
124266,1,1,0
124269,3,0,1
124271,3,0,1
124272,0,1,1
124275,0,1,1
124281,0,1,1
124283,0,1,1
124287,0,1,1
124292,1,1,0
124298,1,1,0
124299,0,1,1
124303,1,1,0
124313,1,1,0
124314,0,1,1
124315,1,1,0
124316,2,0,0
124319,1,1,0
124322,1,1,0
124324,0,1,1
124326,1,1,0
124327,0,1,1
124328,1,1,0
124331,1,1,0
124332,2,0,0
124335,3,0,1
124337,3,0,1
124343,1,1,0
124344,3,0,1
124345,1,1,0
124346,0,1,1
124353,1,1,0
124356,1,1,0
124357,1,1,0
124358,0,1,1
124362,0,1,1
124363,3,0,1
124364,1,1,0
124369,0,1,1
124370,0,1,1
124371,0,1,1
124376,0,1,1
124379,1,1,0
124383,2,0,0
124384,3,0,1
124389,2,0,0
124390,3,0,1
124392,3,0,1
124395,3,0,1
124396,3,0,1
124398,2,0,0
124399,2,0,0
124401,3,0,1
124402,2,0,0
124404,3,0,1
124407,1,1,0
124413,2,0,0
124416,2,0,0
124425,1,1,0
124430,1,1,0
124432,0,1,1
124433,0,1,1
124436,2,0,0
124437,2,0,0
124443,3,0,1
124445,0,1,1
124446,2,0,0
124448,0,1,1
124449,1,1,0
124450,1,1,0
124452,1,1,0
124456,1,1,0
124457,0,1,1
124463,0,1,1
124464,3,0,1
124471,2,0,0
124472,2,0,0
124473,3,0,1
124478,3,0,1
124479,2,0,0
124480,3,0,1
124481,2,0,0
124484,1,1,0
124486,3,0,1
124500,2,0,0
124501,3,0,1
124502,2,0,0
124508,2,0,0
124510,0,1,1
124511,1,1,0
124513,1,1,0
124520,1,1,0
124521,0,1,1
124523,1,1,0
124524,1,1,0
124528,0,1,1
124529,1,1,0
124530,1,1,0
124531,2,0,0
124534,1,1,0
124535,0,1,1
124537,1,1,0
124538,0,1,1
124539,0,1,1
124540,1,1,0
124543,0,1,1
124545,2,0,0
124546,2,0,0
124547,3,0,1
124548,0,1,1
124550,2,0,0
124554,0,1,1
124555,2,0,0
124559,2,0,0
124564,0,1,1
124567,2,0,0
124569,3,0,1
124572,2,0,0
124573,2,0,0
124575,3,0,1
124576,3,0,1
124577,3,0,1
124579,2,0,0
124582,3,0,1
124585,3,0,1
124590,3,0,1
124591,2,0,0
124592,3,0,1
124593,3,0,1
124595,0,1,1
124596,3,0,1
124609,2,0,0
124616,2,0,0
124618,2,0,0
124619,3,0,1
124621,3,0,1
124623,2,0,0
124633,3,0,1
124636,3,0,1
124643,3,0,1
124644,3,0,1
124645,1,1,0
124652,2,0,0
124653,2,0,0
124658,2,0,0
124659,3,0,1
124661,2,0,0
124663,3,0,1
124665,2,0,0
124666,2,0,0
124667,3,0,1
124669,2,0,0
124670,2,0,0
124674,2,0,0
124675,3,0,1
124677,3,0,1
124678,2,0,0
124681,2,0,0
124683,2,0,0
124686,2,0,0
124690,2,0,0
124697,3,0,1
124701,3,0,1
124705,3,0,1
124706,2,0,0
124717,3,0,1
124718,2,0,0
124719,3,0,1
124728,3,0,1
124729,2,0,0
124731,2,0,0
124734,2,0,0
124735,2,0,0
124736,3,0,1
124740,1,1,0
124742,1,1,0
124744,1,1,0
124746,3,0,1
124748,0,1,1
124753,0,1,1
124755,1,1,0
124759,0,1,1
124760,0,1,1
124772,0,1,1
124787,0,1,1
124788,2,0,0
124791,1,1,0
124794,1,1,0
124797,2,0,0
124799,0,1,1
124804,0,1,1
124805,1,1,0
124807,0,1,1
124809,1,1,0
124810,1,1,0
124811,1,1,0
124816,1,1,0
124817,0,1,1
124818,3,0,1
124821,2,0,0
124822,2,0,0
124824,2,0,0
124827,3,0,1
124828,2,0,0
124829,2,0,0
124834,2,0,0
124839,3,0,1
124840,2,0,0
124841,3,0,1
124843,2,0,0
124844,3,0,1
124846,2,0,0
124847,2,0,0
124850,2,0,0
124856,2,0,0
124859,2,0,0
124862,3,0,1
124866,3,0,1
124870,3,0,1
124872,1,1,0
124873,3,0,1
124876,1,1,0
124879,2,0,0
124884,3,0,1
124887,1,1,0
124888,1,1,0
124895,1,1,0
124899,0,1,1
124900,1,1,0
124901,1,1,0
124903,1,1,0
124904,3,0,1
124910,3,0,1
124911,2,0,0
124912,3,0,1
124913,2,0,0
124917,0,1,1
124919,2,0,0
124920,3,0,1
124924,2,0,0
124925,3,0,1
124929,2,0,0
124931,2,0,0
124932,2,0,0
124933,3,0,1
124944,2,0,0
124948,2,0,0
124949,2,0,0
124950,3,0,1
124951,2,0,0
124953,2,0,0
124955,2,0,0
124956,3,0,1
124958,2,0,0
124959,2,0,0
124961,3,0,1
124966,3,0,1
124968,3,0,1
124970,2,0,0
124972,2,0,0
124974,3,0,1
124984,1,1,0
124985,0,1,1
124986,0,1,1
124987,1,1,0
124989,1,1,0
124990,0,1,1
124993,3,0,1
124996,2,0,0
124999,1,1,0
125005,0,1,1
125007,0,1,1
125009,0,1,1
125011,2,0,0
125012,3,0,1
125013,2,0,0
125017,2,0,0
125018,2,0,0
125020,3,0,1
125022,3,0,1
125023,2,0,0
125025,2,0,0
125026,2,0,0
125034,2,0,0
125035,2,0,0
125037,3,0,1
125039,3,0,1
125041,2,0,0
125042,2,0,0
125047,2,0,0
125050,2,0,0
125051,2,0,0
125052,1,1,0
125054,0,1,1
125055,1,1,0
125058,1,1,0
125059,1,1,0
125061,1,1,0
125063,1,1,0
125071,0,1,1
125072,1,1,0
125086,1,1,0
125087,0,1,1
125092,0,1,1
125095,1,1,0
125097,0,1,1
125098,1,1,0
125103,1,1,0
125105,0,1,1
125106,0,1,1
125107,1,1,0
125114,0,1,1
125118,0,1,1
125121,1,1,0
125130,0,1,1
125132,0,1,1
125134,1,1,0
125137,1,1,0
125140,1,1,0
125141,1,1,0
125143,1,1,0
125147,1,1,0
125153,0,1,1
125155,1,1,0
125158,3,0,1
125159,1,1,0
125163,0,1,1
125165,1,1,0
125167,1,1,0
125168,1,1,0
125169,0,1,1
125174,1,1,0
125175,0,1,1
125177,1,1,0
125178,1,1,0
125181,1,1,0
125184,0,1,1
125187,1,1,0
125190,1,1,0
125196,0,1,1
125197,1,1,0
125198,0,1,1
125203,1,1,0
125210,0,1,1
125212,3,0,1
125213,1,1,0
125217,1,1,0
125220,3,0,1
125226,1,1,0
125228,1,1,0
125229,0,1,1
125230,0,1,1
125232,1,1,0
125234,1,1,0
125236,0,1,1
125239,1,1,0
125241,1,1,0
125242,1,1,0
125244,1,1,0
125246,0,1,1
125248,0,1,1
125251,0,1,1
125252,1,1,0
125258,1,1,0
125269,0,1,1
125276,1,1,0
125280,0,1,1
125285,1,1,0
125287,0,1,1
125289,1,1,0
125290,0,1,1
125291,1,1,0
125292,0,1,1
125304,1,1,0
125306,0,1,1
125309,1,1,0
125311,0,1,1
125314,0,1,1
125319,1,1,0
125324,0,1,1
125325,1,1,0
125337,1,1,0
125341,1,1,0
125344,1,1,0
125346,0,1,1
125352,0,1,1
125358,0,1,1
125359,1,1,0
125363,1,1,0
125370,0,1,1
125372,0,1,1
125374,0,1,1
125376,0,1,1
125377,0,1,1
125380,1,1,0
125381,0,1,1
125382,0,1,1
125396,1,1,0
125397,2,0,0
125399,0,1,1
125401,0,1,1
125403,0,1,1
125404,1,1,0
125405,1,1,0
125408,1,1,0
125409,0,1,1
125410,1,1,0
125412,1,1,0
125413,0,1,1
125424,1,1,0
125432,0,1,1
125434,0,1,1
125436,1,1,0
125440,0,1,1
125441,0,1,1
125442,1,1,0
125444,0,1,1
125445,0,1,1
125446,1,1,0
125451,0,1,1
125452,0,1,1
125456,0,1,1
125459,2,0,0
125467,0,1,1
125469,2,0,0
125472,0,1,1
125473,1,1,0
125474,0,1,1
125475,0,1,1
125478,1,1,0
125481,1,1,0
125483,1,1,0
125486,2,0,0
125487,1,1,0
125492,0,1,1
125493,0,1,1
125495,0,1,1
125496,1,1,0
125498,1,1,0
125499,1,1,0
125501,1,1,0
125503,0,1,1
125504,0,1,1
125505,0,1,1
125506,0,1,1
125508,1,1,0
125511,1,1,0
125514,1,1,0
125515,0,1,1
125516,1,1,0
125519,1,1,0
125522,1,1,0
125523,0,1,1
125537,0,1,1
125540,0,1,1
125543,2,0,0
125544,1,1,0
125545,1,1,0
125548,2,0,0
125551,1,1,0
125557,0,1,1
125559,1,1,0
125560,0,1,1
125561,1,1,0
125564,3,0,1
125566,1,1,0
125569,3,0,1
125570,1,1,0
125571,0,1,1
125572,1,1,0
125575,1,1,0
125576,0,1,1
125579,0,1,1
125582,0,1,1
125583,0,1,1
125586,0,1,1
125591,0,1,1
125592,0,1,1
125593,0,1,1
125599,1,1,0
125606,1,1,0
125607,1,1,0
125608,1,1,0
125610,1,1,0
125615,1,1,0
125617,1,1,0
125621,0,1,1
125623,1,1,0
125629,0,1,1
125633,0,1,1
125641,0,1,1
125642,0,1,1
125647,1,1,0
125651,0,1,1
125653,1,1,0
125657,1,1,0
125660,1,1,0
125663,0,1,1
125666,1,1,0
125670,1,1,0
125678,0,1,1
125697,1,1,0
125699,1,1,0
125700,0,1,1
125701,1,1,0
125703,0,1,1
125706,1,1,0
125707,0,1,1
125709,1,1,0
125712,1,1,0
125717,1,1,0
125731,0,1,1
125732,1,1,0
125734,1,1,0
125736,0,1,1
125741,0,1,1
125742,0,1,1
125744,0,1,1
125747,0,1,1
125748,0,1,1
125750,1,1,0
125751,1,1,0
125753,1,1,0
125757,0,1,1
125758,0,1,1
125759,1,1,0
125760,0,1,1
125761,2,0,0
125763,2,0,0
125764,1,1,0
125766,0,1,1
125774,3,0,1
125775,0,1,1
125777,2,0,0
125779,1,1,0
125782,0,1,1
125784,1,1,0
125786,0,1,1
125787,0,1,1
125789,0,1,1
125790,1,1,0
125791,1,1,0
125792,1,1,0
125794,1,1,0
125799,3,0,1
125801,0,1,1
125803,1,1,0
125804,1,1,0
125805,1,1,0
125807,0,1,1
125808,1,1,0
125809,0,1,1
125811,0,1,1
125812,0,1,1
125815,0,1,1
125817,0,1,1
125818,1,1,0
125822,0,1,1
125823,0,1,1
125827,0,1,1
125828,0,1,1
125829,0,1,1
125830,1,1,0
125831,1,1,0
125838,0,1,1
125847,0,1,1
125850,0,1,1
125851,0,1,1
125853,0,1,1
125855,1,1,0
125865,1,1,0
125870,0,1,1
125874,0,1,1
125878,1,1,0
125880,2,0,0
125881,1,1,0
125884,0,1,1
125885,1,1,0
125887,0,1,1
125892,0,1,1
125894,1,1,0
125896,0,1,1
125898,1,1,0
125899,0,1,1
125901,2,0,0
125906,2,0,0
125907,3,0,1
125909,3,0,1
125911,1,1,0
125920,0,1,1
125926,2,0,0
125929,2,0,0
125930,2,0,0
125934,2,0,0
125939,3,0,1
125940,1,1,0
125941,0,1,1
125943,1,1,0
125944,2,0,0
125951,2,0,0
125952,2,0,0
125953,3,0,1
125954,2,0,0
125956,2,0,0
125957,2,0,0
125959,3,0,1
125961,2,0,0
125967,2,0,0
125969,2,0,0
125970,3,0,1
125972,2,0,0
125974,3,0,1
125976,2,0,0
125977,3,0,1
125978,2,0,0
125981,3,0,1
125983,2,0,0
125984,2,0,0
125985,2,0,0
125986,2,0,0
125993,2,0,0
125995,2,0,0
125996,2,0,0
125998,2,0,0
125999,2,0,0
126007,3,0,1
126009,2,0,0
126013,0,1,1
126014,2,0,0
126017,3,0,1
126020,3,0,1
126022,3,0,1
126024,2,0,0
126028,1,1,0
126029,1,1,0
126030,0,1,1
126031,1,1,0
126035,3,0,1
126037,3,0,1
126042,3,0,1
126053,2,0,0
126054,2,0,0
126055,3,0,1
126056,2,0,0
126057,2,0,0
126059,3,0,1
126062,3,0,1
126063,0,1,1
126066,3,0,1
126069,2,0,0
126071,3,0,1
126076,2,0,0
126080,1,1,0
126083,0,1,1
126088,1,1,0
126091,1,1,0
126093,1,1,0
126094,1,1,0
126104,1,1,0
126106,1,1,0
126108,0,1,1
126117,1,1,0
126124,0,1,1
126134,0,1,1
126135,1,1,0
126136,0,1,1
126137,0,1,1
126139,1,1,0
126143,1,1,0
126144,1,1,0
126146,1,1,0
126151,0,1,1
126153,0,1,1
126156,0,1,1
126158,1,1,0
126164,0,1,1
126169,1,1,0
126171,0,1,1
126173,1,1,0
126176,0,1,1
126177,0,1,1
126181,0,1,1
126184,1,1,0
126191,0,1,1
126194,1,1,0
126203,0,1,1
126210,0,1,1
126212,1,1,0
126213,3,0,1
126215,1,1,0
126227,1,1,0
126229,0,1,1
126230,1,1,0
126232,0,1,1
126233,3,0,1
126234,1,1,0
126236,1,1,0
126237,1,1,0
126239,1,1,0
126240,1,1,0
126241,1,1,0
126246,1,1,0
126249,0,1,1
126250,1,1,0
126252,0,1,1
126256,1,1,0
126260,0,1,1
126262,0,1,1
126263,1,1,0
126264,1,1,0
126265,1,1,0
126267,0,1,1
126268,0,1,1
126271,0,1,1
126275,1,1,0
126277,0,1,1
126280,3,0,1
126283,3,0,1
126289,0,1,1
126290,1,1,0
126293,0,1,1
126298,1,1,0
126299,0,1,1
126303,0,1,1
126307,1,1,0
126309,1,1,0
126313,0,1,1
126323,0,1,1
126325,0,1,1
126326,0,1,1
126327,1,1,0
126328,1,1,0
126329,0,1,1
126333,1,1,0
126334,1,1,0
126337,1,1,0
126338,0,1,1
126339,0,1,1
126346,1,1,0
126348,1,1,0
126349,1,1,0
126358,1,1,0
126362,0,1,1
126365,1,1,0
126366,0,1,1
126367,0,1,1
126368,0,1,1
126370,1,1,0
126371,0,1,1
126372,0,1,1
126380,1,1,0
126391,3,0,1
126392,1,1,0
126393,0,1,1
126395,1,1,0
126397,1,1,0
126400,1,1,0
126403,1,1,0
126404,0,1,1
126405,1,1,0
126406,1,1,0
126409,1,1,0
126410,1,1,0
126411,2,0,0
126413,2,0,0
126415,1,1,0
126416,3,0,1
126417,2,0,0
126420,0,1,1
126421,1,1,0
126423,1,1,0
126426,0,1,1
126427,0,1,1
126428,0,1,1
126431,3,0,1
126437,0,1,1
126446,0,1,1
126447,0,1,1
126450,0,1,1
126451,1,1,0
126453,0,1,1
126458,1,1,0
126464,0,1,1
126465,1,1,0
126469,2,0,0
126474,2,0,0
126475,1,1,0
126478,0,1,1
126479,1,1,0
126480,0,1,1
126481,0,1,1
126482,1,1,0
126484,1,1,0
126489,2,0,0
126492,0,1,1
126494,1,1,0
126495,0,1,1
126497,3,0,1
126501,2,0,0
126506,2,0,0
126508,2,0,0
126512,3,0,1
126513,2,0,0
126520,2,0,0
126523,2,0,0
126533,1,1,0
126535,1,1,0
126537,1,1,0
126540,1,1,0
126553,1,1,0
126556,3,0,1
126558,1,1,0
126563,1,1,0
126568,3,0,1
126569,2,0,0
126572,3,0,1
126575,1,1,0
126580,0,1,1
126581,1,1,0
126588,0,1,1
126589,2,0,0
126593,3,0,1
126594,3,0,1
126595,2,0,0
126597,2,0,0
126598,3,0,1
126601,2,0,0
126607,2,0,0
126608,1,1,0
126612,3,0,1
126614,0,1,1
126616,0,1,1
126619,1,1,0
126620,1,1,0
126621,1,1,0
126624,1,1,0
126625,2,0,0
126627,2,0,0
126632,1,1,0
126633,3,0,1
126635,1,1,0
126636,0,1,1
126638,3,0,1
126639,2,0,0
126642,1,1,0
126649,2,0,0
126651,2,0,0
126655,3,0,1
126657,2,0,0
126658,2,0,0
126659,3,0,1
126660,3,0,1
126662,2,0,0
126663,3,0,1
126664,2,0,0
126669,0,1,1
126673,3,0,1
126675,2,0,0
126678,3,0,1
126681,3,0,1
126684,2,0,0
126688,0,1,1
126689,0,1,1
126693,0,1,1
126697,1,1,0
126704,2,0,0
126710,1,1,0
126715,2,0,0
126717,2,0,0
126719,2,0,0
126723,2,0,0
126725,2,0,0
126730,2,0,0
126731,3,0,1
126733,2,0,0
126736,3,0,1
126738,2,0,0
126740,1,1,0
126741,2,0,0
126747,2,0,0
126748,3,0,1
126749,3,0,1
126754,3,0,1
126756,2,0,0
126759,2,0,0
126761,1,1,0
126765,3,0,1
126767,3,0,1
126768,2,0,0
126774,2,0,0
126775,2,0,0
126777,0,1,1
126787,3,0,1
126789,2,0,0
126790,3,0,1
126791,2,0,0
126793,2,0,0
126795,0,1,1
126796,3,0,1
126797,3,0,1
126798,2,0,0
126801,2,0,0
126806,2,0,0
126809,2,0,0
126811,2,0,0
126817,0,1,1
126819,2,0,0
126822,2,0,0
126825,3,0,1
126826,1,1,0
126837,3,0,1
126838,2,0,0
126840,3,0,1
126842,2,0,0
126843,2,0,0
